Brands,Models,Version,Currency,Price,Urlpic,Year,KM,Fuel_type,Transmission,Location,Color,Cilinders,Upholstery,Engine,Age
KIA,CERATO,premium,USD,12800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/cerato/pe/RT_PU_ad38e523a08e4b76bf2fc309f9b83a84.webp,2014,64000.0,gasolina,automatica,Provincias,plata,4.0,tela,1599.0,10
MITSUBISHI,L200 DK-R,4x2,USD,18500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mitsubishi/l200-dk-r/pe/RT_PU_ad86ddebea534664896614509715fc8f.webp,2019,46857.0,diesel,mecanica,Lima,blanco,4.0,tela,2477.0,5
TOYOTA,COROLLA,otros,USD,16250.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/corolla/pe/RT_PU_ec82e85610ce4b31b51af9e6984b10a9.webp,2019,57000.0,gasolina,mecanica,Lima,blanco,4.0,tela,1798.0,5
MAZDA,3 SEDÁN,otros,USD,13500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/3-sedan/pe/RT_PU_a6921b17332649c68a4feded09e63ee6.webp,2017,52000.0,gasolina,automatica,Lima,plata,4.0,tela,1998.0,7
SUZUKI,VITARA,premium,USD,17900.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/vitara/pe/RT_PU_de3d399b68624460b605b42a26ccea5b.webp,2020,36000.0,gasolina,automatica,Lima,rojo,4.0,tela,1586.0,4
KIA,SORENTO,4x2,USD,14700.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sorento/pe/RT_PU_908841d595f14d22aaef1a3978f62ff1.webp,2013,125000.0,gasolina,mecanica,Lima,azul,4.0,tela,2349.0,11
NISSAN,X-TRAIL,otros,USD,16500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/x-trail/pe/RT_PU_127aa007525644ea9917015a3af2709b.webp,2015,60900.0,gasolina,mecanica,Lima,negro,4.0,cuero,2488.0,9
MG,ZX,otros,USD,16000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mg/zx/pe/RT_PU_6be79bcdfee746dfb1b77c95abaec369.webp,2022,14500.0,gasolina,automatica,Lima,negro,4.0,cuero,1498.0,2
SUZUKI,SX4,otros,USD,8500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/sx4/pe/RT_PU_c174b44ac54d486783b3e2f8603a85a4.webp,2012,95000.0,gasolina,mecanica,Lima,azul,4.0,tela,1600.0,12
SUBARU,FORESTER,premium,USD,14200.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/forester/pe/RT_PU_ea0273ecdd794fc591ccbcf249736a57.webp,2013,104000.0,gasolina,mecanica,Lima,gris,4.0,tela,1995.0,11
VOLKSWAGEN,PASSAT CC,otros,USD,14000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/passat-cc/pe/RT_PU_03f7d38002fa40d0873a1ca8a742ac34.webp,2011,40207.0,gasolina,otros,Lima,blanco,,otros,,13
TOYOTA,CELICA,otros,USD,7000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/celica/pe/RT_PU_5c1ed4d414f04e9cadfa353bff2ce9b7.webp,1987,170000.0,gasolina,otros,Lima,rojo,,otros,,37
NISSAN,PATROL,otros,USD,38000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/patrol/pe/RT_PU_9d1918dbc7c24fba8a2e501315078719.webp,2012,55670.0,gasolina,automatica_secuencial,Lima,gris,8.0,cuero,5552.0,12
SUZUKI,GRAND VITARA,otros,USD,9300.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/grand-vitara/pe/RT_PU_efe177992b814d1f846d5b3ecfd51ba3.webp,2010,105500.0,gasolina,mecanica,Lima,gris,4.0,tela,1586.0,14
TOYOTA,RAV4,4x2,USD,16900.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/rav4/pe/RT_PU_e5c3f1d897764b47a4523b096ec1c702.webp,2014,114000.0,gasolina,automatica,Provincias,rojo,4.0,tela,1987.0,10
TOYOTA,RAV4,4x2,USD,16600.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/rav4/pe/RT_PU_8773ce55e8534841b382b7580654b69d.webp,2014,100000.0,gasolina,automatica,Lima,gris,4.0,tela,2494.0,10
RENAULT,DUSTER OROCH,4x4,USD,16500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/duster-oroch/pe/RT_PU_d6a149550db947fdaf1266e5a219b08a.webp,2020,55000.0,gasolina,mecanica,Provincias,gris,4.0,tela,1998.0,4
CHANGAN,CX70,premium,USD,13500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/changan/cx70/pe/RT_PU_74a8efc36ea24dfab4502f40aa62ab8e.webp,2021,29700.0,gasolina,mecanica,Lima,negro,4.0,cuero,1584.0,3
NISSAN,TIIDA SEDÁN,otros,PEN,28000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/tiida-sedan/pe/RT_PU_a732a66398a2495ea788bd2f3d1c473e.webp,2014,110000.0,gasolina,mecanica,Lima,rojo,4.0,tela,1598.0,10
SUZUKI,S PRESSO,otros,USD,9500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/s-presso/pe/RT_PU_759341aecf5147bda3e53b5a17b835d8.webp,2021,9000.0,gasolina,mecanica,Provincias,rojo,12.0,tela,998.0,3
HYUNDAI,GRAND SANTA FE,premium,USD,24000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/grand-santa-fe/pe/RT_PU_95ae86f2dad24c39a88031dc82f39895.webp,2018,45000.0,gasolina,automatica,Lima,plata,6.0,cuero,3342.0,6
TOYOTA,RAV4,otros,USD,8000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/rav4/pe/RT_PU_df7f3aae075d4b629d2408078bb95ef1.webp,2009,150000.0,gasolina,mecanica,Provincias,otro,4.0,tela,2362.0,15
NISSAN,NP300 FRONTIER,4x2,USD,6250.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/np300-frontier/pe/RT_PU_c81a913164af4b32834676068d620424.webp,2017,47200.0,gasolina,mecanica,Provincias,blanco,4.0,tela,2488.0,7
KIA,SPORTAGE,premium,USD,14499.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sportage/pe/RT_PU_cdb870cf668d4ff3a689c89c73b0bb34.webp,2015,94500.0,gasolina,automatica,Lima,rojo,4.0,tela,1999.0,9
NISSAN,ALMERA,otros,USD,7000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/almera/pe/RT_PU_5de6c62c07174c2fb55f5090bb69359b.webp,2009,260000.0,gasolina,mecanica,Lima,plata,4.0,tela,1596.0,15
LEXUS,GS,otros,USD,17500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/lexus/gs/pe/RT_PU_62a520a27dc04b238536668cac9828ba.webp,2012,68000.0,gasolina,automatica,Provincias,gris,6.0,cuero,3456.0,12
NISSAN,SENTRA,otros,USD,13000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/sentra/pe/RT_PU_ae97a8b1b42b42e694042871ab277327.webp,2017,30000.0,gasolina,mecanica,Lima,rojo,4.0,tela,1798.0,7
HYUNDAI,GRAND I10 SEDAN,otros,USD,13000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/grand-i10-sedan/pe/RT_PU_010a4d94d5dc47a083ddd5c8ab628f0a.webp,2023,250.0,gasolina,mecanica,Lima,azul,4.0,tela,1200.0,1
HAVAL,H6,4x2,USD,18000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/haval/h6/pe/RT_PU_a1cbc6d4f94d44ceb08341ecc87c8024.webp,2019,41000.0,gasolina,automatica,Lima,azul,4.0,tela_cuero,2000.0,5
SSANGYONG,TIVOLI,otros,USD,12000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ssangyong/tivoli/pe/RT_PU_fe92666402e843faad1c1cba46a5cdd9.webp,2016,51500.0,gasolina,mecanica,Lima,negro,4.0,tela,1597.0,8
HYUNDAI,ELANTRA,otros,USD,7400.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/elantra/pe/RT_PU_7da87037d5a241f6a6d7811feaf7fbb7.webp,2009,260000.0,gasolina,mecanica,Lima,gris,4.0,tela,1591.0,15
RENAULT,STEPWAY,otros,USD,7100.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/stepway/pe/RT_PU_69f18230fd334e8dbf4bf97d8dc27066.webp,2013,125000.0,gasolina,mecanica,Lima,plata,4.0,tela,1598.0,11
VOLKSWAGEN,GOL SEDÁN,otros,USD,11900.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/gol-sedan/pe/RT_PU_4ea2b84eb7634bb7a5fdf90604d3ac19.webp,2016,38000.0,gasolina,automatica,Provincias,gris,4.0,tela,1598.0,8
SUBARU,LEGACY SEDÁN,premium,USD,8600.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/legacy-sedan/pe/RT_PU_1f00767ee0e847f9934da0f9657f9322.webp,2010,110000.0,gasolina,mecanica,Lima,plata,4.0,cuero,1994.0,14
CHERY,TIGGO 4,otros,USD,12000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/chery/tiggo-4/pe/RT_PU_2659e657100c44ef988e3f37c624e10f.webp,2018,17990.0,gasolina,automatica,Lima,rojo,4.0,tela_cuero,1971.0,6
NISSAN,ALMERA,otros,USD,6700.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/almera/pe/RT_PU_783fa692c5014d37a190bf149a14b1bb.webp,2006,87400.0,gasolina,mecanica,Lima,marron,4.0,tela,1596.0,18
HAVAL,JOLION,otros,USD,19300.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/haval/jolion/pe/RT_PU_ef9a5813b55c4b6898d73e81f8cf2b7f.webp,2022,460000.0,gasolina,automatica,Lima,azul,4.0,cuero,1500.0,2
HAVAL,H6,4x2,USD,18000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/haval/h6/pe/RT_PU_5f169387dff540e0a27f52d2277f89e1.webp,2020,38000.0,gasolina,automatica,Lima,gris,4.0,cuero,2000.0,4
HYUNDAI,H1 VAN,otros,USD,18500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/h1-van/pe/RT_PU_5a22fed748f14734811c683d589bfe39.webp,2017,88000.0,diesel,mecanica,Lima,negro,4.0,tela,2476.0,7
JEEP,GRAND CHEROKEE,4x4,USD,25000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jeep/grand-cherokee/pe/RT_PU_e9fe1888249f4c46af01b06160d00091.webp,2015,56000.0,diesel,automatica,Lima,negro,6.0,tela,3604.0,9
NISSAN,SENTRA,otros,USD,5900.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/sentra/pe/RT_PU_0ac0b670943046e3b4825580b0cf8633.webp,1999,196000.0,gasolina,automatica,Lima,gris,4.0,otros,1600.0,25
SUZUKI,SX4,otros,USD,6000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/sx4/pe/RT_PU_6945af9a6b9341699ecb58acec0edf61.webp,2011,190000.0,gasolina,mecanica,Lima,blanco,4.0,tela,1586.0,13
VOLKSWAGEN,T-CROSS,otros,USD,18500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/t-cross/pe/RT_PU_b26d66cf36a2438999a7d1525d084a57.webp,2021,28000.0,gasolina,mecanica,Provincias,gris,4.0,tela,1598.0,3
RENAULT,KWID,otros,USD,9500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/kwid/pe/RT_PU_81ab79c2d4da4aecab50a991860d7e90.webp,2020,4000.0,gasolina,mecanica,Lima,blanco,3.0,tela,999.0,4
MG,ZS,otros,USD,15500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mg/zs/pe/RT_PU_57207b0530fe4ea2acbed72f3d78f94d.webp,2020,10600.0,gasolina,mecanica,Lima,negro,4.0,tela,1498.0,4
SUZUKI,GRAND VITARA,otros,USD,11500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/grand-vitara/pe/RT_PU_5fd41fa6bafc4421892d3fe07fd7bfc3.webp,2011,74860.0,gasolina,mecanica,Lima,rojo,4.0,tela,1586.0,13
HYUNDAI,H-100,otros,USD,10500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/h-100/pe/RT_PU_d484efe7a5e34fab8842e271908312f5.webp,2009,179000.0,diesel,mecanica,Lima,blanco,4.0,tela,2497.0,15
NISSAN,X-TRAIL,otros,USD,17800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/x-trail/pe/RT_PU_2c08f4c5091c48419e20b6ea1b7e8d22.webp,2014,93300.0,gasolina,automatica_secuencial,Lima,rojo,4.0,tela,2498.0,10
RENAULT,MEGANE,otros,USD,6700.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/megane/pe/RT_PU_203620c74c95467bb168562c79ab7f5a.webp,2007,77000.0,gasolina,otros,Lima,negro,,otros,,17
NISSAN,TIIDA SEDÁN,premium,USD,7100.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/tiida-sedan/pe/RT_PU_ad341c07600f481fb7373756c64721f5.webp,2015,220000.0,gasolina,automatica,Provincias,negro,4.0,tela_cuero,1598.0,9
NISSAN,VERSA,otros,USD,14000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/versa/pe/RT_PU_9bdde9390069458aa059487c37ac7c1b.webp,2021,10500.0,gasolina,mecanica,Lima,plata,4.0,tela,1598.0,3
SUZUKI,GRAND VITARA,otros,USD,13600.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/grand-vitara/pe/RT_PU_1b406845d96c42a091a322c04c0400ab.webp,2017,48600.0,gasolina,mecanica,Lima,otro,4.0,tela,2393.0,7
JEEP,COMPASS,premium,USD,10500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jeep/compass/pe/RT_PU_d29e2d02f27a43e7b02254eaacb76dbc.webp,2011,170000.0,gasolina,automatica_secuencial,Lima,gris,4.0,cuero,2399.0,13
FORD,ESCAPE,otros,USD,9500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/ford/escape/pe/RT_PU_f85adaed1c1541658472a08baa8c8ae9.webp,2012,167000.0,gasolina,automatica,Lima,blanco,4.0,tela,2500.0,12
TOYOTA,ETIOS,otros,USD,9900.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/etios/pe/RT_PU_9929966adc994e0aa9d489065bb10794.webp,2019,134000.0,gasolina,mecanica,Lima,plata,4.0,tela,1496.0,5
MAZDA,2 SEDÁN,premium,USD,7800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/2-sedan/pe/RT_PU_3607282158e9478795bece2a177f7604.webp,2011,98600.0,gasolina,mecanica,Lima,plata,4.0,tela,1500.0,13
RENAULT,DUSTER,4x2,USD,13500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/duster/pe/RT_PU_6f6065e6918a4193b1110aed8ac75fb5.webp,2019,36000.0,gasolina,mecanica,Lima,otro,4.0,tela,1998.0,5
SUZUKI,SX4,otros,USD,5500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/sx4/pe/RT_PU_54baadd25dbf442daf1d729176fae449.webp,1998,175000.0,gasolina,automatica,Lima,rojo,4.0,tela,1586.0,26
MAZDA,3 SEDÁN,otros,PEN,13800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/3-sedan/pe/RT_PU_de80e558a27741ceb2bd9a4ddce8b8e7.webp,2018,80000.0,gasolina,mecanica,Lima,rojo,4.0,cuero,1598.0,6
VOLKSWAGEN,PASSAT CC,otros,USD,6500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/passat-cc/pe/RT_PU_ff2ee72729ef4cd5a6194122c8437080.webp,2006,125000.0,gasolina,otros,Lima,gris,,otros,,18
JEEP,RENEGADE,otros,USD,19500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jeep/renegade/pe/RT_PU_8dae3856812a4be8a5409c8260a1158b.webp,2020,11500.0,gasolina,automatica,Provincias,rojo,4.0,tela,1747.0,4
TOYOTA,COROLLA,otros,USD,5500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/corolla/pe/RT_PU_2464416318284836a3d80b5f6cfae1c1.webp,2005,21800.0,gasolina,otros,Lima,azul,,otros,,19
RENAULT,DUSTER,otros,USD,14000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/duster/pe/RT_PU_62eb03239ec34b079935b70b85ac5bae.webp,2019,60000.0,gasolina,mecanica,Lima,rojo,4.0,tela,1598.0,5
RENAULT,STEPWAY,otros,USD,9000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/renault/stepway/pe/RT_PU_13f7e5675f9146b4a432f0b972b76fe4.webp,2013,97600.0,gasolina,mecanica,Lima,gris,4.0,tela,1598.0,11
PEUGEOT,407,otros,USD,10500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/peugeot/407/pe/RT_PU_e0775a521c17453387730aa727ac05eb.webp,2012,68000.0,gasolina,otros,Lima,blanco,4.0,tela,1997.0,12
MAZDA,3 SPORT,otros,USD,15200.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/3-sport/pe/RT_PU_39ca473ad86d453a973ce5d2aec11b6e.webp,2019,36000.0,gasolina,mecanica,Lima,gris,4.0,tela,1998.0,5
TOYOTA,AVENSIS,otros,USD,7000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/avensis/pe/RT_PU_1553863b814a49d3908402e1429a30da.webp,2008,135000.0,gasolina,automatica,Lima,gris,4.0,tela,1986.0,16
CHANGAN,CS35 PLUS,premium,USD,17000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/changan/cs35-plus/pe/RT_PU_a2429dd2a9af4cce902b88eab869f2d4.webp,2023,6000.0,gasolina,automatica,Provincias,gris,4.0,cuero,1397.0,1
MAZDA,CX-5,premium,USD,29000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/cx-5/pe/RT_PU_e5659b7d87024bc497e0ea7d41aab93a.webp,2020,100000.0,gasolina,mecanica,Lima,rojo,4.0,cuero,2488.0,4
JAC,T8,4x4,USD,16000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jac/t8/pe/RT_PU_64b26ec9fb9e46a9a29fd3187e54e61e.webp,2021,63000.0,diesel,mecanica,Lima,negro,4.0,tela,1999.0,3
SUZUKI,CELERIO,otros,USD,8200.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/celerio/pe/RT_PU_4be09d0ee278479a9b9de710e33453ad.webp,2017,60000.0,gasolina,automatica,Provincias,blanco,3.0,tela,998.0,7
DFSK,580,otros,USD,12500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/dfsk/580/pe/RT_PU_5318d354d39e48e38c16db8c9866eade.webp,2017,114000.0,gasolina,mecanica,Lima,azul,4.0,cuero,1798.0,7
SUBARU,WRX,otros,USD,24500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/wrx/pe/RT_PU_e069abf03699497ba77a0029837f435e.webp,2017,27600.0,gasolina,automatica,Lima,negro,4.0,cuero,1998.0,7
HYUNDAI,H1 VAN,otros,USD,10000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/h1-van/pe/RT_PU_a960cf0cb9854a199e494fec05fb703c.webp,2012,300000.0,diesel,mecanica,Provincias,otro,4.0,tela,2476.0,12
MAZDA,2 SPORT,otros,USD,11250.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/mazda/2-sport/pe/RT_PU_70cb413cbdac42a2b0315628ee537a81.webp,2016,78000.0,gasolina,mecanica,Lima,azul,4.0,tela,1500.0,8
KIA,SORENTO,4x2,USD,15800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sorento/pe/RT_PU_af30ad0f0bea4f1cb9cc0b44f2d22595.webp,2015,142000.0,gasolina,mecanica,Lima,negro,4.0,tela,2359.0,9
VOLKSWAGEN,JETTA,otros,USD,11500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/jetta/pe/RT_PU_b51cb4180e50438f8478215b795940a6.webp,2015,68000.0,gasolina,otros,Lima,negro,4.0,tela,1984.0,9
VOLKSWAGEN,JETTA,otros,USD,25000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/jetta/pe/RT_PU_b69bbda07f9d46a0a5c0312b99d52f8d.webp,2020,19000.0,gasolina,mecanica,Lima,gris,4.0,cuero,1398.0,4
JEEP,GRAND CHEROKEE,premium,USD,30500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jeep/grand-cherokee/pe/RT_PU_a985eddea46a479b87f85e81bc8ad2e7.webp,2016,60000.0,gasolina,automatica,Lima,negro,6.0,cuero,3604.0,8
HYUNDAI,TUCSON,otros,USD,15500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/hyundai/tucson/pe/RT_PU_e526e4cbe04c4d65bdcb45bc28f721f2.webp,2013,88000.0,gasolina,automatica,Lima,blanco,4.0,tela,1999.0,11
JAC,J2,otros,PEN,24000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jac/j2/pe/RT_PU_222a02ece623490ca6101307ad1ac43f.webp,2014,87000.0,gasolina,mecanica,Provincias,negro,3.0,tela,999.0,10
DODGE,JOURNEY,otros,USD,13000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/dodge/journey/pe/RT_PU_7537da25e6cb48fc82c2fbc70c3b5106.webp,2009,80000.0,gasolina,automatica,Lima,azul,4.0,tela,2398.0,15
JEEP,PATRIOT,premium,PEN,12800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jeep/patriot/pe/RT_PU_2e252041dd444a33ae1ac8f89da5e032.webp,2010,90000.0,gasolina,automatica,Provincias,rojo,4.0,cuero,2359.0,14
NISSAN,FRONTIER,4x4,PEN,35000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/frontier/pe/RT_PU_9f674a116d3c407d8331835d750bc92d.webp,2022,4000.0,diesel,mecanica,Provincias,plata,4.0,tela,2488.0,2
NISSAN,SENTRA,otros,USD,3500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/nissan/sentra/pe/RT_PU_328b3ed6527b4175a2d2d3b886b314a9.webp,1994,200000.0,gasolina,otros,Provincias,rojo,,otros,,30
SUBARU,IMPREZA SEDÁN,premium,USD,23500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/impreza-sedan/pe/RT_PU_39dfddf17a2e4bebb36703c188053799.webp,2019,25000.0,gasolina,automatica,Lima,blanco,4.0,cuero,1995.0,5
TOYOTA,RAV4,4x2,USD,24500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/rav4/pe/RT_PU_8006ce577cff4d19807497aa29b2460c.webp,2019,61500.0,gasolina,mecanica,Lima,negro,4.0,tela,1987.0,5
SUZUKI,S PRESSO,otros,USD,9000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/s-presso/pe/RT_PU_bd155c300c594a16a3fc968d248a5978.webp,2021,20000.0,gasolina,mecanica,Lima,azul,12.0,tela,998.0,3
VOLVO,XC90,otros,USD,48000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volvo/xc90/pe/RT_PU_c78fcf8d63804f2ab8bf95b1bbbe1824.webp,2019,46000.0,gasolina,automatica,Lima,negro,4.0,cuero,1969.0,5
VOLKSWAGEN,JETTA,otros,USD,13000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/jetta/pe/RT_PU_1ca506d4cbbd4b55be168e907f0f3ea4.webp,2018,74000.0,gasolina,mecanica,Lima,gris,4.0,cuero,1398.0,6
VOLKSWAGEN,GOL,otros,USD,10000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/gol/pe/RT_PU_e352b6c3ac454050b8cb57c83982c823.webp,2017,63000.0,gasolina,mecanica,Provincias,rojo,4.0,tela,1598.0,7
SUZUKI,SX4,otros,USD,7500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/sx4/pe/RT_PU_de018ebc5d82427582e6f95648309edd.webp,2011,200000.0,gasolina,mecanica,Lima,negro,4.0,tela,1586.0,13
VOLKSWAGEN,AMAROK V6,otros,USD,32900.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/volkswagen/amarok/pe/RT_PU_9caa8151b3514a0ca8dee0dd3ecf52a5.webp,2019,76800.0,diesel,automatica,Lima,blanco,6.0,tela,2967.0,5
TOYOTA,LAND CRUISER PRADO,premium,USD,25000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/land-cruiser-prado/pe/RT_PU_682e6d88359b4ad0bb8cdd4ada709ca4.webp,2012,189000.0,gasolina,automatica,Lima,gris,4.0,tela,2694.0,12
KIA,SPORTAGE,premium,USD,9200.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/kia/sportage/pe/RT_PU_ab26ca713e464d4d948ac370ad3038fb.webp,2009,155000.0,gasolina,automatica,Lima,gris,4.0,tela,1999.0,15
SUBARU,FORESTER,premium,USD,34500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/subaru/forester/pe/RT_PU_2f4d1e1053a344f0b9df43e249e437c4.webp,2020,27000.0,gasolina,automatica,Provincias,blanco,4.0,cuero,1995.0,4
SUZUKI,CELERIO,otros,USD,6800.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/suzuki/celerio/pe/RT_PU_50ca84a5059c4bd2932e468ca183dbba.webp,2012,106000.0,gasolina,mecanica,Lima,gris,3.0,tela,996.0,12
TOYOTA,FORTUNER,4x2,USD,33000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/fortuner/pe/RT_PU_f277486b6f6947e9a46e8df85a94d699.webp,2020,60500.0,diesel,mecanica,Lima,gris,4.0,tela,2694.0,4
JAC,S2,otros,USD,12000.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/jac/s2/pe/RT_PU_c3d4b03d13894bf087efd29651195596.webp,2020,10800.0,gasolina,mecanica,Lima,rojo,4.0,tela,1499.0,4
TOYOTA,RAV4,4x2,USD,20500.0,https://acroadtrip.blob.core.windows.net/publicaciones-imagenes/Large/toyota/rav4/pe/RT_PU_88443dcd7f38474dad676934b2d2740a.webp,2016,74000.0,gasolina,mecanica,Provincias,blanco,4.0,tela,1987.0,8
