Brands,Models,Version,Currency,Price,Urlpic,Year,KM,Fuel_type,Transmission,Location,Color,Cilinder,Upholstery,Engine,Age
VOLKSWAGEN,TIGUAN,4x2,USD,16890.0,https://cde.neoauto.pe/autos_usados/360x240/443562/443562_3601636.webp,2018.0,84000.0,gasolina,automatica_secuencial,Lima,Otro,4.0,cuero,1400.0,6.0
FORD,FUSION,otros,USD,14900.0,https://cde.neoauto.pe/autos_usados/360x240/532662/532662_9147845.webp,2015.0,40690.0,gasolina,automatica_secuencial,Lima,gris,4.0,tela,2000.0,9.0
KIA,SORENTO,4x2,USD,21700.0,https://cde.neoauto.pe/autos_usados/360x240/680572/680572_2016577.webp,2019.0,56000.0,gasolina,automatica_secuencial,Lima,Otro,4.0,tela,2400.0,5.0
MAZDA,3,4x2,USD,9900.0,https://cde.neoauto.pe/autos_usados/360x240/272495/272495_3249329.webp,2014.0,95500.0,gasolina,automatica_secuencial,Lima,plata,4.0,tela,1600.0,10.0
HONDA,CR-V,4x2,USD,22000.0,https://cde.neoauto.pe/autos_usados/360x240/661531/661531_6030059.webp,2018.0,48890.0,gasolina,automatica_secuencial,Lima,gris,4.0,tela,1500.0,6.0
TOYOTA,RAV4,4x2,USD,20500.0,https://cde.neoauto.pe/autos_usados/360x240/740413/740413_1564938.webp,2014.0,4794.0,gasolina,mecanica,Lima,Otro,4.0,tela,2494.0,10.0
CHEVROLET,CAPTIVA,4x2,USD,21500.0,https://cde.neoauto.pe/autos_usados/360x240/726880/726880_9737375.webp,2020.0,52000.0,gasolina,automatica,Lima,blanco,4.0,tela,1451.0,4.0
MAZDA,3,4x2,USD,21800.0,https://cde.neoauto.pe/autos_usados/360x240/708070/708070_5292410.webp,2020.0,30000.0,gasolina,mecanica,Lima,gris,,tela,2500.0,4.0
SUZUKI,ALTO,4x2,USD,4500.0,https://cde.neoauto.pe/autos_usados/360x240/706183/706183_8785823.webp,2009.0,120000.0,gasolina,mecanica,Lima,rojo,3.0,tela,800.0,15.0
KIA,SPORTAGE,4x2,USD,18500.0,https://cde.neoauto.pe/autos_usados/360x240/741534/741534_9794919.webp,2017.0,53000.0,gasolina,automatica_secuencial,Lima,plata,4.0,tela,2000.0,7.0
VOLKSWAGEN,CROSSFOX,otros,USD,8900.0,https://cde.neoauto.pe/autos_usados/360x240/742113/742113_6129105.webp,2014.0,85500.0,gasolina,mecanica,Lima,azul,,tela,1600.0,10.0
JEEP,RENEGADE,4x2,USD,20300.0,https://cde.neoauto.pe/autos_usados/360x240/740411/740411_1287434.webp,2020.0,31200.0,gasolina,automatica_secuencial,Lima,Otro,,cuero,1747.0,4.0
NISSAN,VERSA,delantera,USD,9800.0,https://cde.neoauto.pe/autos_usados/360x240/742247/742247_1441105.webp,2017.0,112000.0,dual,mecanica,Lima,negro,4.0,tela,1600.0,7.0
TOYOTA,HILUX,4x4,USD,33999.0,https://cde.neoauto.pe/autos_usados/360x240/57865/57865_3521421.webp,2019.0,94500.0,diesel,mecanica,Provincias,blanco,4.0,tela,2800.0,5.0
HYUNDAI,TUCSON,4x2,USD,26000.0,https://cde.neoauto.pe/autos_usados/360x240/742253/742253_7667900.webp,2022.0,47000.0,dual,automatica_secuencial,Lima,blanco,4.0,cuero,1600.0,2.0
FORD,ESCAPE SE,4x4,USD,31900.0,https://cde.neoauto.pe/autos_usados/360x240/523637/523637_6256923.webp,2022.0,30000.0,otros,automatica_secuencial,Lima,azul,4.0,tela,2500.0,2.0
SUZUKI,SOLIO,delantera,USD,3950.0,https://cde.neoauto.pe/autos_usados/360x240/247184/247184_6898390.webp,2008.0,,dual,automatica,Lima,plata,4.0,tela,1300.0,16.0
SUBARU,XV,otros,USD,17500.0,https://cde.neoauto.pe/autos_usados/360x240/682682/682682_7457344.webp,2018.0,46000.0,gasolina,automatica_secuencial,Lima,blanco,4.0,tela,1600.0,6.0
NISSAN,KICKS,otros,USD,15200.0,https://cde.neoauto.pe/autos_usados/360x240/666675/666675_8088452.webp,2019.0,58000.0,gasolina,automatica_secuencial,Lima,azul,4.0,tela,1600.0,5.0
MITSUBISHI,ASX,4x2,USD,18500.0,https://cde.neoauto.pe/autos_usados/360x240/661351/661351_3921690.webp,2022.0,18000.0,gasolina,automatica_secuencial,Lima,rojo,6.0,tela,2000.0,2.0
PEUGEOT,3008,otros,USD,8900.0,https://cde.neoauto.pe/autos_usados/360x240/246519/246519_6454808.webp,2011.0,,gasolina,automatica_secuencial,Lima,rojo,,tela,1600.0,13.0
VOLKSWAGEN,GOL,4x2,USD,10900.0,https://cde.neoauto.pe/autos_usados/360x240/742310/742310_7384427.webp,2020.0,46000.0,gasolina,automatica_secuencial,Lima,rojo,4.0,tela,2000.0,4.0
RENAULT,KOLEOS,4x4,USD,12500.0,https://cde.neoauto.pe/autos_usados/360x240/742054/742054_6520947.webp,2013.0,81983.0,gasolina,automatica_secuencial,Lima,blanco,4.0,tela,2488.0,11.0
HONDA,CR-V,4x4,USD,25000.0,https://cde.neoauto.pe/autos_usados/360x240/742252/742252_3659907.webp,2019.0,55000.0,gasolina,automatica_secuencial,Lima,gris,4.0,tela,1500.0,5.0
JEEP,COMPASS,4x2,USD,22000.0,https://cde.neoauto.pe/autos_usados/360x240/387033/387033_1820716.webp,2022.0,30000.0,gasolina,automatica_secuencial,Lima,Otro,2.0,cuero,2400.0,2.0
FORD,ESCAPE SE,4x4,USD,31900.0,https://cde.neoauto.pe/autos_usados/360x240/523637/523637_6256923.webp,2022.0,30000.0,otros,automatica_secuencial,Lima,azul,4.0,tela,2500.0,2.0
MERCEDES BENZ,GLB 200,4x2,USD,40500.0,https://cde.neoauto.pe/autos_usados/360x240/738500/738500_5239198.webp,2022.0,16500.0,gasolina,automatica_secuencial,Lima,gris,4.0,cuero,1300.0,2.0
MITSUBISHI,L200,4x4,USD,16900.0,https://cde.neoauto.pe/autos_usados/360x240/674333/674333_5765171.webp,2019.0,,diesel,mecanica,Provincias,blanco,,tela,2500.0,5.0
NISSAN,X-TRAIL,4x4,USD,26000.0,https://cde.neoauto.pe/autos_usados/360x240/138622/138622_3855902.webp,2019.0,7300.0,gasolina,automatica_secuencial,Lima,azul,4.0,tela,2500.0,5.0
VOLKSWAGEN,POLO,4x2,USD,4800.0,https://cde.neoauto.pe/autos_usados/360x240/740487/740487_5482147.webp,2005.0,220583.0,dual,mecanica,Lima,azul,4.0,cuero,159900.0,19.0
BMW,318i,4x2,USD,10500.0,https://cde.neoauto.pe/autos_usados/360x240/614442/614442_6875935.webp,2012.0,77000.0,gasolina,automatica_secuencial,Lima,Otro,4.0,tela,2000.0,12.0
NISSAN,FRONTIER,4x2,USD,30000.0,https://cde.neoauto.pe/autos_usados/360x240/742304/742304_5304925.webp,2024.0,14900.0,diesel,mecanica,Provincias,gris,4.0,cuero,2500.0,0.0
SUZUKI,SWIFT,otros,USD,10500.0,https://cde.neoauto.pe/autos_usados/360x240/742310/742310_1535126.webp,2017.0,46000.0,gasolina,automatica,Lima,blanco,,tela,2000.0,7.0
TOYOTA,RAV4,4x4,USD,33000.0,https://cde.neoauto.pe/autos_usados/360x240/411233/411233_2490335.webp,2019.0,20000.0,otros,automatica,Lima,blanco,8.0,tela,2500.0,5.0
HONDA,HRV,4x2,USD,15800.0,https://cde.neoauto.pe/autos_usados/360x240/742254/742254_4406685.webp,2017.0,48000.0,gasolina,automatica,Lima,negro,4.0,tela,1799.0,7.0
MERCEDES BENZ,C-180,otros,USD,29000.0,https://cde.neoauto.pe/autos_usados/360x240/742302/742302_5422885.webp,2020.0,3800.0,gasolina,automatica,Provincias,Otro,,tela,1600.0,4.0
MAZDA,CX-3,4x2,USD,17300.0,https://cde.neoauto.pe/autos_usados/360x240/662169/662169_5120909.webp,2021.0,25000.0,gasolina,mecanica,Lima,blanco,4.0,cuero,2000.0,3.0
NISSAN,VERSA DRIVE,delantera,USD,8500.0,https://cde.neoauto.pe/autos_usados/360x240/454728/454728_7280741.webp,2019.0,65000.0,gas_glp,mecanica,Lima,plata,4.0,tela,1600.0,5.0
AUDI,A4,otros,USD,14995.0,https://cde.neoauto.pe/autos_usados/360x240/126153/126153_5247076.webp,2014.0,39297.0,gasolina,automatica_secuencial,Lima,negro,4.0,tela,1798.0,10.0
CHANGAN,CS15,4x2,USD,10500.0,https://cde.neoauto.pe/autos_usados/360x240/742281/742281_3176141.webp,2022.0,45800.0,dual,mecanica,Lima,negro,,tela,1500.0,2.0
SUBARU,IMPREZA SPORT,otros,USD,15900.0,https://cde.neoauto.pe/autos_usados/360x240/740247/740247_4234350.webp,2019.0,37400.0,gasolina,automatica,Lima,plata,4.0,tela,1600.0,5.0
VOLKSWAGEN,GOL,otros,USD,7900.0,https://cde.neoauto.pe/autos_usados/360x240/692127/692127_4894268.webp,2017.0,67070.0,dual,mecanica,Lima,blanco,,cuero,1600.0,7.0
MERCEDES BENZ,GLC 250 4MATIC,otros,USD,31500.0,https://cde.neoauto.pe/autos_usados/360x240/270095/270095_2930812.webp,2017.0,46518.0,gasolina,automatica_secuencial,Lima,gris,4.0,tela,1991.0,7.0
FORD,EXCURSION,4x4,USD,21500.0,https://cde.neoauto.pe/autos_usados/360x240/456785/456785_9355840.webp,2004.0,80000.0,gasolina,automatica,Lima,negro,10.0,tela,6200.0,20.0
BMW,X3 20i,4x2,USD,19500.0,https://cde.neoauto.pe/autos_usados/360x240/519577/519577_3885684.webp,2016.0,88000.0,gasolina,automatica_secuencial,Lima,marron,4.0,cuero,2000.0,8.0
VOLKSWAGEN,TIGUAN ALLSPACE,otros,USD,20500.0,https://cde.neoauto.pe/autos_usados/360x240/694484/694484_9162409.webp,2018.0,63800.0,gasolina,automatica_secuencial,Lima,negro,,tela,1400.0,6.0
MAZDA,6,otros,USD,19000.0,https://cde.neoauto.pe/autos_usados/360x240/396300/396300_9089931.webp,2019.0,47500.0,gasolina,automatica,Lima,gris,4.0,tela,2500.0,5.0
VOLVO,XC-60,delantera,USD,13500.0,https://cde.neoauto.pe/autos_usados/360x240/519577/519577_2132150.webp,2012.0,67000.0,gasolina,automatica_secuencial,Lima,gris,4.0,cuero,2000.0,12.0
TOYOTA,COROLLA,otros,USD,13900.0,https://cde.neoauto.pe/autos_usados/360x240/352756/352756_7718449.webp,2016.0,98900.0,gasolina,automatica,Lima,gris,4.0,cuero,1800.0,8.0
NISSAN,X-TRAIL,4x2,USD,31000.0,https://cde.neoauto.pe/autos_usados/360x240/432365/432365_5281369.webp,2023.0,13000.0,gasolina,automatica_secuencial,Lima,negro,3.0,tela,2400.0,1.0
MAZDA,121,4x2,USD,15000.0,https://cde.neoauto.pe/autos_usados/360x240/742033/742033_6052799.webp,2016.0,52000.0,gasolina,mecanica,Lima,plata,4.0,tela,1998.0,8.0
CHEVROLET,CRUZE HB,otros,USD,8800.0,https://cde.neoauto.pe/autos_usados/360x240/656746/656746_1827413.webp,2012.0,36000.0,gasolina,automatica_secuencial,Lima,blanco,4.0,tela,1800.0,12.0
KIA,SPORTAGE,4x2,USD,16500.0,https://cde.neoauto.pe/autos_usados/360x240/740303/740303_5699354.webp,2018.0,31669.0,gasolina,automatica_secuencial,Lima,negro,4.0,tela,2000.0,6.0
AUDI,A3 SPORTBACK,delantera,USD,23700.0,https://cde.neoauto.pe/autos_usados/360x240/244543/244543_3870302.webp,2020.0,18700.0,gasolina,automatica_secuencial,Lima,rojo,,tela,1200.0,4.0
TOYOTA,RAV4,4x2,USD,26000.0,https://cde.neoauto.pe/autos_usados/360x240/411162/411162_2087651.webp,2021.0,47034.0,gasolina,automatica,Lima,gris,4.0,tela,1987.0,3.0
KIA,SOUL,4x2,USD,9000.0,https://cde.neoauto.pe/autos_usados/360x240/128293/128293_4690479.webp,2012.0,96000.0,gasolina,automatica_secuencial,Lima,gris,4.0,tela,1600.0,12.0
BMW,X5 40i,otros,USD,55000.0,https://cde.neoauto.pe/autos_usados/360x240/367624/367624_9450476.webp,2020.0,36500.0,gasolina,automatica_secuencial,Provincias,azul,6.0,tela,3000.0,4.0
NISSAN,FRONTIER,4x4,USD,24000.0,https://cde.neoauto.pe/autos_usados/360x240/705094/705094_8759708.webp,2018.0,21000.0,diesel,mecanica,Lima,Otro,4.0,tela,4.0,6.0
GREAT WALL,HAVAL,otros,USD,8000.0,https://cde.neoauto.pe/autos_usados/360x240/664143/664143_9601217.webp,2012.0,100000.0,gasolina,mecanica,Lima,blanco,,tela,2000.0,12.0
AUDI,Q5,otros,USD,21500.0,https://cde.neoauto.pe/autos_usados/360x240/456785/456785_9283181.webp,2017.0,70000.0,gasolina,automatica_secuencial,Lima,blanco,4.0,cuero,2000.0,7.0
JEEP,COMPASS SPORT,4x2,USD,17200.0,https://cde.neoauto.pe/autos_usados/360x240/697105/697105_2935639.webp,2018.0,84000.0,gasolina,mecanica,Provincias,rojo,4.0,cuero,2400.0,6.0
TOYOTA,RAIZE,otros,USD,14999.0,https://cde.neoauto.pe/autos_usados/360x240/310695/310695_7565615.webp,2023.0,2300.0,gasolina,mecanica,Lima,Otro,3.0,tela,1200.0,1.0
MERCEDES BENZ,C-200,4x2,USD,25000.0,https://cde.neoauto.pe/autos_usados/360x240/724735/724735_8695127.webp,2018.0,30000.0,gasolina,automatica_secuencial,Lima,negro,4.0,cuero,2000.0,6.0
MAZDA,CX-9,otros,USD,41500.0,https://cde.neoauto.pe/autos_usados/360x240/144288/144288_5370311.webp,2024.0,9750.0,gasolina,automatica,Lima,azul,4.0,tela,2500.0,0.0
OTROS,OTROS,4x2,USD,1000.0,https://cde.neoauto.pe/autos_usados/360x240/701770/701770_4855984.webp,2024.0,,dual,automatica,Lima,rojo,8.0,tela,1500.0,0.0
RENAULT,LOGAN,4x2,USD,8000.0,https://cde.neoauto.pe/autos_usados/360x240/634156/634156_8492379.webp,2020.0,125000.0,dual,mecanica,Provincias,blanco,4.0,tela,1600.0,4.0
NISSAN,TIIDA,otros,USD,7800.0,https://cde.neoauto.pe/autos_usados/360x240/742272/742272_1213978.webp,2013.0,134400.0,gasolina,mecanica,Lima,gris,4.0,tela,1598.0,11.0
MERCEDES BENZ,C-180,posterior,USD,11800.0,https://cde.neoauto.pe/autos_usados/360x240/724735/724735_5589710.webp,2012.0,70000.0,gasolina,automatica_secuencial,Lima,blanco,4.0,cuero,1800.0,12.0
RENAULT,STEPWAY,otros,USD,6580.0,https://cde.neoauto.pe/autos_usados/360x240/700582/700582_6705436.webp,2011.0,233.0,gas_gnv,mecanica,Lima,blanco,5.0,tela,1598.0,13.0
SUBARU,FORESTER TURBO,otros,USD,8050.0,https://cde.neoauto.pe/autos_usados/360x240/742299/742299_3431119.webp,2004.0,,gasolina,mecanica,Provincias,rojo,,tela,,20.0
MERCEDES BENZ,GLA 200,4x2,USD,37500.0,https://cde.neoauto.pe/autos_usados/360x240/385723/385723_4499074.webp,2021.0,42000.0,gasolina,automatica_secuencial,Lima,gris,4.0,cuero,1600.0,3.0
HYUNDAI,CRETA GRAND,4x2,USD,15000.0,https://cde.neoauto.pe/autos_usados/360x240/727585/727585_1183057.webp,2017.0,,diesel,mecanica,Lima,blanco,4.0,tela,2476.0,7.0
HONDA,CITY,4x2,USD,4000.0,https://cde.neoauto.pe/autos_usados/360x240/742153/742153_2320358.webp,2003.0,250000.0,gasolina,automatica,Lima,Otro,4.0,tela,1500.0,21.0
CHEVROLET,SONIC,otros,USD,6000.0,https://cde.neoauto.pe/autos_usados/360x240/742255/742255_7002262.webp,2014.0,145000.0,dual,automatica,Provincias,gris,4.0,tela,4.0,10.0
NISSAN,VERSA DRIVE,delantera,USD,8500.0,https://cde.neoauto.pe/autos_usados/360x240/454728/454728_6855464.webp,2019.0,65000.0,gas_glp,mecanica,Lima,plata,4.0,tela,1600.0,5.0
VOLKSWAGEN,VENTO,delantera,USD,2500.0,https://cde.neoauto.pe/autos_usados/360x240/742269/742269_1277668.webp,1996.0,58000.0,otros,mecanica,Lima,Otro,4.0,tela,1800.0,28.0
KIA,SPORTAGE,4x2,USD,20500.0,https://cde.neoauto.pe/autos_usados/360x240/690481/690481_8002073.webp,2018.0,55000.0,gasolina,mecanica,Provincias,blanco,,tela,20.0,6.0
HYUNDAI,i10,otros,USD,10000.0,https://cde.neoauto.pe/autos_usados/360x240/337779/337779_1183098.webp,2023.0,6000.0,gasolina,mecanica,Lima,azul,,tela,,1.0
TOYOTA,COROLLA CROSS,4x2,USD,31000.0,https://cde.neoauto.pe/autos_usados/360x240/742307/742307_1860457.webp,2023.0,13000.0,otros,automatica,Lima,blanco,4.0,tela,1798.0,1.0
NISSAN,721,delantera,USD,14000.0,https://cde.neoauto.pe/autos_usados/360x240/742295/742295_5127923.webp,2019.0,71000.0,gasolina,mecanica,Provincias,blanco,4.0,tela,1600.0,5.0
VOLKSWAGEN,GOL,4x2,USD,8500.0,https://cde.neoauto.pe/autos_usados/360x240/416147/416147_8968690.webp,2017.0,,gasolina,mecanica,Lima,gris,4.0,tela,1600.0,7.0
NISSAN,AD,delantera,USD,4000.0,https://cde.neoauto.pe/autos_usados/360x240/742287/742287_7193809.webp,2003.0,306457.0,gas_gnv,mecanica,Lima,plata,4.0,tela,1500.0,21.0
FORD,ECOSPORT,4x2,USD,18000.0,https://cde.neoauto.pe/autos_usados/360x240/733512/733512_4918759.webp,2020.0,40000.0,gasolina,automatica,Lima,plata,4.0,tela,1999.0,4.0
TOYOTA,RUSH,4x2,USD,22500.0,,2024.0,17500.0,dual,automatica_secuencial,Lima,plata,4.0,tela,1496.0,0.0
JEEP,Cherokee Longitude,4x4,USD,17000.0,,2018.0,40600.0,gasolina,automatica_secuencial,Lima,blanco,6.0,tela,2300.0,6.0
KIA,CERATO,4x2,USD,16500.0,https://cde.neoauto.pe/autos_usados/360x240/742191/742191_7567399.webp,2021.0,36000.0,gasolina,mecanica,Lima,blanco,4.0,cuero,1600.0,3.0
VOLVO,S60,4x2,USD,16700.0,https://cde.neoauto.pe/autos_usados/360x240/160388/160388_7657726.webp,2017.0,38000.0,gasolina,automatica_secuencial,Lima,negro,4.0,cuero,2000.0,7.0
FORD,EDGE TITANIUM,4x4,USD,32000.0,https://cde.neoauto.pe/autos_usados/360x240/649546/649546_7171010.webp,2020.0,23500.0,gasolina,automatica_secuencial,Provincias,negro,4.0,tela,2000.0,4.0
CHEVROLET,C-10,otros,USD,3800.0,https://cde.neoauto.pe/autos_usados/360x240/224221/224221_4230644.webp,1965.0,,gasolina,mecanica,Lima,gris,6.0,tela,3796.0,59.0
FORD,ECOSPORT,4x2,USD,15495.0,https://cde.neoauto.pe/autos_usados/360x240/742204/742204_7852253.webp,2017.0,112968.0,gasolina,mecanica,Lima,blanco,,tela,1596.0,7.0
HYUNDAI,SANTA FE,otros,USD,10000.0,https://cde.neoauto.pe/autos_usados/360x240/739988/739988_3709251.webp,2010.0,193000.0,gasolina,mecanica,Lima,Otro,4.0,tela,2400.0,14.0
KIA,SORENTO,4x2,USD,13000.0,https://cde.neoauto.pe/autos_usados/360x240/500528/500528_8856492.webp,2014.0,119000.0,gasolina,automatica,Lima,Otro,4.0,tela,2400.0,10.0
KIA,SORENTO,4x2,USD,15900.0,https://cde.neoauto.pe/autos_usados/360x240/713852/713852_4508806.webp,2015.0,64300.0,gasolina,automatica_secuencial,Lima,gris,,tela,,9.0
VOLKSWAGEN,GOL CROSSOVER,4x2,USD,4000.0,https://cde.neoauto.pe/autos_usados/360x240/742242/742242_7917639.webp,2005.0,256000.0,gasolina,mecanica,Lima,azul,,tela,1800.0,19.0
GREAT WALL,HAVAL H3,4x4,USD,8900.0,https://cde.neoauto.pe/autos_usados/360x240/742242/742242_9288592.webp,2013.0,98000.0,dual,mecanica,Lima,gris,4.0,tela,2000.0,11.0
DONGFENG,S30 ELEGANT MT,delantera,USD,15990.0,https://cde.neoauto.pe/autos_usados/360x240/178697/178697_3443818.webp,2023.0,7500.0,dual,automatica_secuencial,Lima,rojo,4.0,tela,1500.0,1.0
PEUGEOT,3008,4x2,USD,38500.0,https://cde.neoauto.pe/autos_usados/360x240/581989/581989_6669071.webp,2023.0,20000.0,gasolina,automatica_secuencial,Lima,rojo,4.0,tela,1600.0,1.0
SUBARU,XV,otros,USD,14500.0,https://cde.neoauto.pe/autos_usados/360x240/500528/500528_2073004.webp,2017.0,69400.0,gasolina,automatica_secuencial,Lima,plata,4.0,tela,1600.0,7.0
KIA,SPORTAGE,4x2,USD,14300.0,https://cde.neoauto.pe/autos_usados/360x240/740306/740306_1722991.webp,2016.0,80000.0,gasolina,automatica_secuencial,Lima,azul,4.0,tela,2000.0,8.0
AUDI,Q3,otros,USD,20000.0,https://cde.neoauto.pe/autos_usados/360x240/699297/699297_8144044.webp,2016.0,100000.0,gasolina,automatica_secuencial,Lima,blanco,,cuero,2000.0,8.0
TOYOTA,4RUNNER,4x4,USD,18000.0,https://cde.neoauto.pe/autos_usados/360x240/742212/742212_1511282.webp,2005.0,226000.0,dual,automatica,Lima,gris,6.0,tela,4000.0,19.0
SUZUKI,GRAND VITARA,otros,USD,12300.0,https://cde.neoauto.pe/autos_usados/360x240/317550/317550_3222690.webp,2013.0,86000.0,gasolina,automatica_secuencial,Lima,gris,4.0,tela,2400.0,11.0
HYUNDAI,I20,4x2,USD,12490.0,https://cde.neoauto.pe/autos_usados/360x240/742231/742231_1842722.webp,2019.0,48000.0,gasolina,automatica_secuencial,Lima,gris,4.0,cuero,14.0,5.0
MAZDA,2 SPORT,otros,USD,6500.0,https://cde.neoauto.pe/autos_usados/360x240/725382/725382_7579507.webp,2013.0,79000.0,gasolina,mecanica,Lima,gris,,cuero,1500.0,11.0
TOYOTA,YARIS,4x2,USD,18000.0,https://cde.neoauto.pe/autos_usados/360x240/742245/742245_9336669.webp,2023.0,34822.0,gas_gnv,mecanica,Lima,gris,4.0,tela,1329.0,1.0
DFSK,GLORY 580,otros,USD,16300.0,https://cde.neoauto.pe/autos_usados/360x240/386514/386514_3652676.webp,2021.0,33000.0,dual,automatica_secuencial,Lima,blanco,4.0,tela,1500.0,3.0
BMW,118i,posterior,USD,18700.0,https://cde.neoauto.pe/autos_usados/360x240/388513/388513_2957863.webp,2017.0,65.0,gasolina,automatica_secuencial,Lima,gris,3.0,cuero,1500.0,7.0
TOYOTA,LAND CRUISER,4x4,USD,16500.0,https://cde.neoauto.pe/autos_usados/360x240/740450/740450_4664886.webp,1982.0,35000.0,gasolina,mecanica,Lima,negro,6.0,tela,3000.0,42.0
AUDI,A6,otros,USD,15490.0,https://cde.neoauto.pe/autos_usados/360x240/390697/390697_5407555.webp,2016.0,64309.0,gasolina,automatica_secuencial,Lima,gris,4.0,cuero,1800.0,8.0
FIAT,500,4x2,USD,10600.0,https://cde.neoauto.pe/autos_usados/360x240/621563/621563_2405579.webp,2018.0,36165.0,gasolina,automatica_secuencial,Lima,rojo,4.0,tela,1242.0,6.0
TOYOTA,RUSH,posterior,USD,20000.0,https://cde.neoauto.pe/autos_usados/360x240/700066/700066_3637981.webp,2023.0,46000.0,gas_gnv,mecanica,Lima,negro,4.0,tela,1496.0,1.0
SEAT,LEON FR,delantera,USD,16500.0,https://cde.neoauto.pe/autos_usados/360x240/701869/701869_3842158.webp,2014.0,64400.0,gasolina,automatica,Lima,gris,4.0,tela,1800.0,10.0
MAZDA,CX-5,otros,USD,15000.0,https://cde.neoauto.pe/autos_usados/360x240/742240/742240_5968302.webp,2016.0,85000.0,gasolina,automatica,Lima,negro,4.0,tela,2000.0,8.0
VOLKSWAGEN,TIGUAN ALLSPACE,otros,USD,27990.0,https://cde.neoauto.pe/autos_usados/360x240/389769/389769_2216651.webp,2019.0,8833.0,gasolina,automatica,Lima,Otro,4.0,tela,4.0,5.0
KIA,SPORTAGE,otros,USD,7800.0,https://cde.neoauto.pe/autos_usados/360x240/259242/259242_5715072.webp,2005.0,160000.0,gas_gnv,automatica_secuencial,Lima,plata,4.0,tela,2000.0,19.0
MAZDA,CX-3,otros,USD,13900.0,https://cde.neoauto.pe/autos_usados/360x240/326494/326494_5883016.webp,2018.0,45000.0,gasolina,mecanica,Lima,negro,4.0,tela,2000.0,6.0
NISSAN,QASHQAI,4x2,USD,21500.0,https://cde.neoauto.pe/autos_usados/360x240/742225/742225_3510174.webp,2021.0,31000.0,gasolina,automatica_secuencial,Lima,rojo,4.0,cuero,2000.0,3.0
VOLKSWAGEN,JETTA,otros,USD,16000.0,https://cde.neoauto.pe/autos_usados/360x240/163026/163026_8802788.webp,2019.0,39000.0,gasolina,automatica_secuencial,Lima,gris,4.0,tela,1400.0,5.0
KIA,SPORTAGE,4x2,USD,16800.0,https://cde.neoauto.pe/autos_usados/360x240/740244/740244_1858174.webp,2017.0,60000.0,gasolina,mecanica,Provincias,rojo,4.0,cuero,2000.0,7.0
NISSAN,X-TRAIL,4x2,USD,13900.0,https://cde.neoauto.pe/autos_usados/360x240/732075/732075_6172787.webp,2015.0,,gasolina,automatica,Lima,azul,4.0,tela,2488.0,9.0
HONDA,CR-V,4x2,USD,15750.0,https://cde.neoauto.pe/autos_usados/360x240/394928/394928_1697164.webp,2015.0,69000.0,gasolina,automatica,Lima,Otro,4.0,cuero,2200.0,9.0
FORD,ECOSPORT,4x2,USD,12200.0,https://cde.neoauto.pe/autos_usados/360x240/340674/340674_8791382.webp,2018.0,36000.0,gasolina,automatica,Lima,blanco,3.0,tela,1500.0,6.0
KIA,SOUL,otros,USD,11000.0,https://cde.neoauto.pe/autos_usados/360x240/742239/742239_4521413.webp,2018.0,41034.0,gasolina,mecanica,Lima,Otro,,tela,1600.0,6.0
SUBARU,FORESTER,otros,USD,23000.0,https://cde.neoauto.pe/autos_usados/360x240/329649/329649_8806956.webp,2019.0,47000.0,gasolina,automatica,Lima,gris,,tela,2000.0,5.0
TOYOTA,COROLLA,otros,USD,12300.0,https://cde.neoauto.pe/autos_usados/360x240/522044/522044_3645569.webp,2015.0,99000.0,gas_gnv,mecanica,Lima,Otro,4.0,tela,1800.0,9.0
SUBARU,ALL NEW OUTBACK,otros,USD,20950.0,https://cde.neoauto.pe/autos_usados/360x240/518179/518179_4836123.webp,2018.0,44000.0,gasolina,automatica_secuencial,Lima,gris,,tela,2500.0,6.0
MERCEDES BENZ,C-180,4x2,USD,19900.0,https://cde.neoauto.pe/autos_usados/360x240/716302/716302_9217995.webp,2018.0,43000.0,gasolina,automatica_secuencial,Lima,plata,4.0,cuero,1600.0,6.0
VOLKSWAGEN,AMAROK,otros,USD,19900.0,https://cde.neoauto.pe/autos_usados/360x240/268555/268555_5609868.webp,2015.0,110000.0,diesel,automatica_secuencial,Lima,negro,4.0,tela,2000.0,9.0
RENAULT,STEPWAY,otros,USD,8600.0,https://cde.neoauto.pe/autos_usados/360x240/723470/723470_5996115.webp,2016.0,55000.0,gas_gnv,mecanica,Lima,negro,,tela,1600.0,8.0
MITSUBISHI,ASX,4x2,USD,13500.0,https://cde.neoauto.pe/autos_usados/360x240/703545/703545_6122638.webp,2017.0,64500.0,gasolina,mecanica,Provincias,blanco,4.0,tela,2000.0,7.0
