Brands,Models,Version,Currency,Price,Urlpic,Year,KM,Fuel_type,Transmission,Location,Color,Cilinder,Upholstery,Engine,Age
VOLVO,XC-90,4x4,USD,9900.0,https://cde.neoauto.pe/autos_usados/360x240/124038/124038_2815334.webp,2011.0,142000.0,gasolina,automatica_secuencial,Lima,gris,6.0,tela,3200.0,13.0
MAZDA,CX-5,otros,USD,19990.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_6106808.webp,2018.0,51350.0,gasolina,automatica,Lima,blanco,4.0,tela,2000.0,6.0
JEEP,COMPASS,4x2,USD,28900.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_9674978.webp,2023.0,22500.0,gasolina,automatica,Lima,blanco,4.0,tela,1400.0,1.0
MASERATI,QUATTROPORTE,posterior,USD,59900.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_5502237.webp,2019.0,16776.0,gasolina,automatica_secuencial,Lima,azul,6.0,tela,3000.0,5.0
MERCEDES BENZ,GLE 450 4 MATIC,otros,USD,77500.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_2894170.webp,2022.0,14300.0,gasolina,automatica_secuencial,Lima,gris,6.0,tela,3000.0,2.0
FORD,EXPEDITION,4x4,USD,46990.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_7170244.webp,2021.0,37380.0,gasolina,automatica_secuencial,Lima,Otro,6.0,tela,3500.0,3.0
LAND ROVER,DISCOVERY,4x4,USD,56990.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_6379860.webp,2017.0,72900.0,gasolina,automatica_secuencial,Lima,Otro,6.0,tela,3000.0,7.0
PORSCHE,MACAN,otros,USD,63900.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_8385670.webp,2022.0,4650.0,gasolina,automatica_secuencial,Lima,plata,4.0,tela,2000.0,2.0
MC LAREN,570S,posterior,USD,185000.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_1863304.webp,2017.0,5200.0,gasolina,automatica_secuencial,Lima,rojo,8.0,tela,3800.0,7.0
AUDI,Q7,otros,USD,18500.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_1088753.webp,2015.0,112198.0,gasolina,automatica,Lima,plata,6.0,cuero,3000.0,9.0
TOYOTA,LAND CRUISER PRADO,4x4,USD,54000.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_2247949.webp,2021.0,39900.0,gasolina,mecanica,Lima,plata,6.0,tela,4000.0,3.0
FORD,EXPLORER,otros,USD,26900.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_7853420.webp,2017.0,78943.0,gasolina,automatica_secuencial,Lima,azul,6.0,tela,3500.0,7.0
BMW,X5 M,4x4,USD,69000.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_7334312.webp,2018.0,22300.0,gasolina,automatica_secuencial,Lima,negro,8.0,tela,4400.0,6.0
MERCEDES BENZ,CLA 200,delantera,USD,39900.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_7850481.webp,2023.0,18700.0,gasolina,automatica_secuencial,Lima,plata,4.0,tela,1400.0,1.0
NISSAN,PATROL,4x4,USD,65000.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_3824100.webp,2020.0,71215.0,gasolina,automatica_secuencial,Lima,plata,8.0,tela,5600.0,4.0
BMW,x4 30i,4x4,USD,56500.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_5432591.webp,2021.0,30785.0,gasolina,automatica_secuencial,Lima,azul,4.0,tela,2000.0,3.0
MERCEDES BENZ,C63-AMG,posterior,USD,37500.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_3726937.webp,2013.0,35883.0,gasolina,automatica_secuencial,Lima,plata,8.0,tela,6200.0,11.0
JEEP,RENEGADE,delantera,USD,18000.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_3279279.webp,2021.0,28485.0,gasolina,automatica,Lima,blanco,4.0,tela,1800.0,3.0
MERCEDES BENZ,C63 AMG S,posterior,USD,55990.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_6825189.webp,2018.0,27900.0,gasolina,automatica_secuencial,Lima,blanco,8.0,tela,4000.0,6.0
MERCEDES BENZ,GL 400,otros,USD,33000.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_2903244.webp,2016.0,66300.0,gasolina,automatica_secuencial,Lima,azul,6.0,tela,3000.0,8.0
LAND ROVER,RANGE ROVER SPORT,4x4,USD,30900.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_5034790.webp,2015.0,47005.0,gasolina,automatica_secuencial,Lima,negro,6.0,cuero,3000.0,9.0
BMW,M135i,otros,USD,50000.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_7079525.webp,2023.0,5100.0,gasolina,automatica,Lima,blanco,4.0,tela,2000.0,1.0
JEEP,WRANGLER RUBICON,4x4,USD,54900.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_9462497.webp,2020.0,12500.0,gasolina,automatica_secuencial,Lima,rojo,6.0,tela,3600.0,4.0
CHRYSLER,TOWN & COUNTRY,otros,USD,65000.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_9305075.webp,1949.0,36390.0,gasolina,automatica,Lima,azul,8.0,tela,5300.0,75.0
BMW,320i,4x2,USD,17800.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_7213727.webp,2016.0,80040.0,gasolina,automatica,Lima,Otro,4.0,tela,2000.0,8.0
BMW,M3 SedÃ¡n,posterior,USD,46000.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_3798017.webp,2009.0,51900.0,gasolina,automatica_secuencial,Lima,gris,8.0,tela,4000.0,15.0
LAND ROVER,RANGE ROVER EVOQUE,otros,USD,35500.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_4366546.webp,2018.0,24000.0,gasolina,automatica_secuencial,Lima,azul,4.0,tela,2000.0,6.0
VOLKSWAGEN,CORRADO,delantera,USD,15990.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_8947645.webp,1991.0,200.0,gasolina,mecanica,Lima,gris,4.0,tela,1800.0,33.0
FORD,VICTORIA,posterior,USD,25000.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_8142348.webp,1951.0,17500.0,gasolina,mecanica,Lima,Otro,8.0,cuero,4500.0,73.0
PORSCHE,CAYENNE TURBO,otros,USD,105000.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_9224801.webp,2019.0,35000.0,gasolina,automatica_secuencial,Lima,blanco,8.0,tela,4000.0,5.0
BMW,318i,4x2,USD,8990.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_1382856.webp,2009.0,131000.0,gasolina,automatica,Lima,gris,4.0,tela,2000.0,15.0
NISSAN,X-TRAIL,4x2,USD,18900.0,https://cde.neoauto.pe/autos_usados/360x240/201336/201336_4547546.webp,2019.0,82000.0,gasolina,automatica_secuencial,Lima,Otro,4.0,tela,2488.0,5.0
RAM,1500,4x4,USD,56900.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_9552525.webp,2019.0,49540.0,gasolina,automatica_secuencial,Lima,azul,8.0,tela,5700.0,5.0
BMW,M6,posterior,USD,39990.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_8854815.webp,2013.0,29800.0,gasolina,automatica_secuencial,Lima,azul,8.0,cuero,4400.0,11.0
BMW,M2 Coupe,otros,USD,51900.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_9945364.webp,2018.0,30100.0,gasolina,automatica_secuencial,Lima,gris,6.0,cuero,3000.0,6.0
LAND ROVER,RANGE ROVER EVOQUE,4x4,USD,42000.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_9590414.webp,2020.0,28000.0,gasolina,automatica,Lima,gris,4.0,tela,2000.0,4.0
AUDI,A4,otros,USD,13990.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_7281421.webp,2014.0,56500.0,gasolina,automatica_secuencial,Lima,gris,4.0,cuero,1800.0,10.0
JEEP,GRAND CHEROKEE LAREDO,4x2,USD,16500.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_7774189.webp,2014.0,92200.0,gasolina,automatica_secuencial,Lima,rojo,6.0,cuero,3600.0,10.0
AUDI,Q7,otros,USD,16500.0,https://cde.neoauto.pe/autos_usados/360x240/130111/130111_6908204.webp,2011.0,145000.0,gasolina,automatica_secuencial,Lima,Otro,6.0,tela,,13.0
TOYOTA,GR YARIS,4x4,USD,56500.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_3098616.webp,2022.0,6372.0,gasolina,mecanica,Lima,blanco,3.0,tela,1600.0,2.0
BMW,X3 20i,delantera,USD,37000.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_5238023.webp,2019.0,30000.0,gasolina,automatica_secuencial,Lima,negro,4.0,tela,2000.0,5.0
AUDI,Q5,otros,USD,41990.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_8275350.webp,2020.0,22500.0,gasolina,automatica_secuencial,Lima,negro,4.0,tela,2000.0,4.0
BMW,X1 20i,delantera,USD,23900.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_9440102.webp,2017.0,34790.0,gasolina,automatica_secuencial,Lima,gris,4.0,tela,2000.0,7.0
LAND ROVER,DISCOVERY,4x4,USD,43500.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_4053418.webp,2018.0,43000.0,gasolina,automatica_secuencial,Lima,negro,6.0,tela,3000.0,6.0
PORSCHE,MACAN GTS,otros,USD,51990.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_3937154.webp,2017.0,41710.0,gasolina,automatica_secuencial,Lima,azul,6.0,tela,3000.0,7.0
BMW,X6 50i,4x4,USD,52500.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_6410973.webp,2019.0,51150.0,gasolina,automatica,Lima,blanco,8.0,tela,4400.0,5.0
MC LAREN,MP4-12C,posterior,USD,95900.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_5517400.webp,2012.0,20800.0,gasolina,automatica_secuencial,Lima,azul,8.0,cuero,3800.0,12.0
JEEP,GRAND CHEROKEE LIMITED,4x4,USD,38250.0,https://cde.neoauto.pe/autos_usados/360x240/124038/124038_8522848.webp,2019.0,43000.0,gasolina,automatica_secuencial,Lima,negro,6.0,tela,3600.0,5.0
VOLKSWAGEN,BORA,otros,USD,8000.0,https://cde.neoauto.pe/autos_usados/360x240/521070/521070_2840385.webp,2012.0,72000.0,gasolina,automatica_secuencial,Lima,Otro,4.0,tela,2000.0,12.0
PORSCHE,CAYENNE,otros,USD,33990.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_2817338.webp,2016.0,56300.0,gasolina,automatica_secuencial,Lima,Otro,6.0,tela,3600.0,8.0
BMW,1M,otros,USD,49000.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_1769961.webp,2012.0,56500.0,gasolina,mecanica,Lima,blanco,6.0,cuero,3000.0,12.0
JEEP,COMPASS SPORT,4x2,USD,,https://cde.neoauto.pe/autos_usados/360x240/622783/622783_8415249.webp,2023.0,18000.0,gasolina,automatica_secuencial,Lima,gris,4.0,tela,1300.0,1.0
FORD,A,4x2,USD,,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_4231800.webp,1929.0,300.0,gasolina,mecanica,Lima,azul,8.0,tela,5700.0,95.0
VOLKSWAGEN,TOUAREG,otros,USD,,https://cde.neoauto.pe/autos_usados/360x240/622783/622783_1078708.webp,2017.0,112000.0,gasolina,automatica_secuencial,Lima,gris,6.0,cuero,3600.0,7.0
BMW,X3 20i,4x2,USD,39990.0,https://cde.neoauto.pe/autos_usados/360x240/124038/124038_4161780.webp,2020.0,34000.0,gasolina,automatica_secuencial,Lima,Otro,4.0,tela,2000.0,4.0
PORSCHE,PANAMERA-4S,otros,USD,95000.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_6158949.webp,2020.0,19000.0,gasolina,automatica,Lima,negro,6.0,tela,3000.0,4.0
CHEVROLET,TRACKER,otros,USD,10500.0,https://cde.neoauto.pe/autos_usados/360x240/741193/741193_1397368.webp,2014.0,66000.0,gasolina,mecanica,Lima,azul,4.0,cuero,1800.0,10.0
KIA,SORENTO,4x4,USD,14950.0,https://cde.neoauto.pe/autos_usados/360x240/640556/640556_6036546.webp,2014.0,79000.0,dual,automatica_secuencial,Lima,gris,4.0,tela,2400.0,10.0
PEUGEOT,3008,otros,USD,24900.0,https://cde.neoauto.pe/autos_usados/360x240/652491/652491_9208389.webp,2019.0,26300.0,gasolina,automatica,Lima,rojo,4.0,tela,1598.0,5.0
BMW,M5,posterior,USD,33000.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_4625549.webp,2013.0,69900.0,gasolina,automatica_secuencial,Lima,azul,8.0,tela,4400.0,11.0
AUDI,S6,otros,USD,41500.0,https://cde.neoauto.pe/autos_usados/360x240/456469/456469_5389192.webp,2017.0,50000.0,gasolina,automatica_secuencial,Lima,gris,8.0,tela,4000.0,7.0
MERCEDES BENZ,GLC 200 COUPE,otros,USD,58500.0,https://cde.neoauto.pe/autos_usados/360x240/659946/659946_6695921.webp,2020.0,28800.0,gasolina,automatica_secuencial,Lima,gris,,cuero,2000.0,4.0
RENAULT,KOLEOS,4x2,USD,12000.0,https://cde.neoauto.pe/autos_usados/360x240/675599/675599_2624579.webp,2015.0,69960.0,gasolina,automatica_secuencial,Lima,negro,4.0,tela,2500.0,9.0
TOYOTA,ETIOS,delantera,USD,9500.0,https://cde.neoauto.pe/autos_usados/360x240/723629/723629_9443369.webp,2021.0,75000.0,dual,mecanica,Lima,negro,4.0,tela,1496.0,3.0
PORSCHE,CAYENNE S,otros,USD,22500.0,https://cde.neoauto.pe/autos_usados/360x240/674678/674678_3500486.webp,2012.0,111000.0,gasolina,automatica_secuencial,Lima,negro,8.0,tela,4800.0,12.0
TOYOTA,RAV4,4x2,USD,25490.0,https://cde.neoauto.pe/autos_usados/360x240/740706/740706_2042276.webp,2021.0,49000.0,gasolina,automatica_secuencial,Lima,azul,4.0,cuero,2000.0,3.0
GEELY,COOLRAY,4x2,USD,15590.0,https://cde.neoauto.pe/autos_usados/360x240/284833/284833_5415662.webp,2023.0,9750.0,gasolina,automatica_secuencial,Provincias,blanco,3.0,tela,1500.0,1.0
VOLKSWAGEN,AMAROK,4x4,USD,22000.0,https://cde.neoauto.pe/autos_usados/360x240/741170/741170_8300972.webp,2018.0,92000.0,diesel,mecanica,Provincias,gris,4.0,cuero,2000.0,6.0
MAZDA,CX-9,4x4,USD,14900.0,https://cde.neoauto.pe/autos_usados/360x240/189754/189754_3695654.webp,2015.0,94000.0,gasolina,automatica_secuencial,Lima,gris,6.0,tela,3700.0,9.0
VOLKSWAGEN,TIGUAN ALLSPACE,4x2,USD,17800.0,https://cde.neoauto.pe/autos_usados/360x240/153052/153052_2027208.webp,2020.0,112000.0,gasolina,automatica_secuencial,Lima,negro,4.0,tela,1400.0,4.0
KIA,SPORTAGE,otros,USD,8400.0,https://cde.neoauto.pe/autos_usados/360x240/735532/735532_8854924.webp,2009.0,186602.0,gasolina,mecanica,Lima,Otro,,tela,,15.0
CITROEN,C-4,delantera,USD,7500.0,https://cde.neoauto.pe/autos_usados/360x240/736793/736793_6244746.webp,2013.0,82000.0,gasolina,automatica,Lima,gris,4.0,tela,1600.0,11.0
JEEP,PATRIOT,4x2,USD,10000.0,https://cde.neoauto.pe/autos_usados/360x240/397375/397375_8201182.webp,2013.0,108000.0,gasolina,automatica_secuencial,Lima,azul,4.0,tela,,11.0
TOYOTA,TUNDRA,4x4,USD,33900.0,https://cde.neoauto.pe/autos_usados/360x240/739030/739030_5825982.webp,2015.0,58000.0,gasolina,automatica_secuencial,Lima,negro,8.0,tela,4600.0,9.0
PEUGEOT,3008,otros,USD,24300.0,https://cde.neoauto.pe/autos_usados/360x240/163682/163682_2287236.webp,2019.0,38000.0,gasolina,automatica_secuencial,Lima,Otro,,tela,1600.0,5.0
AUDI,A3 SPORTBACK,otros,USD,15900.0,https://cde.neoauto.pe/autos_usados/360x240/639292/639292_8346835.webp,2015.0,48500.0,gasolina,automatica_secuencial,Lima,plata,4.0,tela,1200.0,9.0
TOYOTA,YARIS,otros,USD,14500.0,https://cde.neoauto.pe/autos_usados/360x240/733042/733042_2260475.webp,2022.0,27000.0,dual,mecanica,Lima,Otro,,tela,,2.0
MAZDA,CX-9,4x4,USD,11000.0,https://cde.neoauto.pe/autos_usados/360x240/351683/351683_6021258.webp,2012.0,110000.0,gasolina,automatica_secuencial,Lima,gris,6.0,tela,3700.0,12.0
BMW,M6,4x2,USD,29500.0,https://cde.neoauto.pe/autos_usados/360x240/739030/739030_5650172.webp,2007.0,28000.0,gasolina,automatica_secuencial,Lima,Otro,10.0,tela,5000.0,17.0
MITSUBISHI,OUTLANDER,4x4,USD,8000.0,https://cde.neoauto.pe/autos_usados/360x240/710064/710064_9182151.webp,2011.0,130500.0,gasolina,automatica_secuencial,Lima,negro,4.0,tela,24.0,13.0
MAZDA,3,otros,USD,16499.0,https://cde.neoauto.pe/autos_usados/360x240/620919/620919_1610195.webp,2020.0,36000.0,gasolina,automatica_secuencial,Lima,blanco,4.0,tela,2000.0,4.0
MITSUBISHI,ASX,otros,USD,16900.0,https://cde.neoauto.pe/autos_usados/360x240/696187/696187_1256901.webp,2022.0,24000.0,gasolina,mecanica,Lima,plata,4.0,tela,2000.0,2.0
MAZDA,CX-5,otros,USD,17000.0,https://cde.neoauto.pe/autos_usados/360x240/576272/576272_5530376.webp,2016.0,87000.0,gasolina,automatica_secuencial,Lima,gris,,tela,2500.0,8.0
MERCEDES BENZ,GLE 400 4MATIC,otros,USD,37000.0,https://cde.neoauto.pe/autos_usados/360x240/620954/620954_7355385.webp,2018.0,38500.0,gasolina,automatica_secuencial,Provincias,Otro,6.0,tela,3000.0,6.0
AUDI,A6,otros,USD,14500.0,https://cde.neoauto.pe/autos_usados/360x240/740996/740996_9573225.webp,2013.0,85000.0,gasolina,automatica_secuencial,Lima,plata,4.0,cuero,2000.0,11.0
HONDA,CR-V,4x2,USD,23000.0,https://cde.neoauto.pe/autos_usados/360x240/741077/741077_6009887.webp,2021.0,52000.0,gasolina,automatica,Lima,blanco,4.0,cuero,2356.0,3.0
HYUNDAI,TUCSON,otros,USD,8400.0,https://cde.neoauto.pe/autos_usados/360x240/737558/737558_1931484.webp,2010.0,120000.0,gasolina,automatica_secuencial,Lima,gris,4.0,tela,2000.0,14.0
NISSAN,X-TRAIL,4x4,USD,15500.0,https://cde.neoauto.pe/autos_usados/360x240/741101/741101_2397294.webp,2016.0,88300.0,dual,automatica_secuencial,Lima,gris,,tela,2500.0,8.0
TOYOTA,COROLLA,otros,USD,13000.0,https://cde.neoauto.pe/autos_usados/360x240/332412/332412_4370707.webp,2014.0,54000.0,gasolina,automatica_secuencial,Lima,rojo,4.0,cuero,1609.0,10.0
MAZDA,CX-9,otros,USD,36500.0,https://cde.neoauto.pe/autos_usados/360x240/359448/359448_5543004.webp,2020.0,19000.0,gasolina,automatica_secuencial,Provincias,gris,4.0,tela,2500.0,4.0
VOLKSWAGEN,PASSAT,otros,USD,12000.0,https://cde.neoauto.pe/autos_usados/360x240/687313/687313_2349011.webp,2011.0,33000.0,gasolina,automatica,Lima,negro,4.0,cuero,1800.0,13.0
MERCEDES BENZ,GLC 250 4MATIC,otros,USD,29000.0,https://cde.neoauto.pe/autos_usados/360x240/741039/741039_2068469.webp,2017.0,65500.0,gasolina,automatica_secuencial,Lima,gris,4.0,tela,1991.0,7.0
MAZDA,CX-5,4x2,USD,26500.0,https://cde.neoauto.pe/autos_usados/360x240/114478/114478_6298417.webp,2020.0,18000.0,gasolina,automatica_secuencial,Lima,gris,4.0,tela,2000.0,4.0
MERCEDES BENZ,A200,4x2,USD,18850.0,https://cde.neoauto.pe/autos_usados/360x240/604793/604793_4456227.webp,2018.0,42000.0,gasolina,automatica_secuencial,Lima,plata,4.0,cuero,1595.0,6.0
TOYOTA,COROLLA,otros,USD,16650.0,https://cde.neoauto.pe/autos_usados/360x240/699945/699945_6333586.webp,2019.0,51900.0,dual,automatica_secuencial,Lima,negro,4.0,tela,1800.0,5.0
AUDI,Q7,otros,USD,35900.0,https://cde.neoauto.pe/autos_usados/360x240/695819/695819_1025852.webp,2018.0,70478.0,gasolina,automatica_secuencial,Lima,blanco,4.0,cuero,2000.0,6.0
JEEP,COMPASS SPORT,4x2,USD,12000.0,https://cde.neoauto.pe/autos_usados/360x240/676607/676607_6223102.webp,2015.0,102000.0,gasolina,automatica_secuencial,Lima,blanco,,tela,2000.0,9.0
LEXUS,LX 570 PLUS,4x4,USD,58600.0,https://cde.neoauto.pe/autos_usados/360x240/568131/568131_4021461.webp,2019.0,28000.0,gasolina,automatica_secuencial,Lima,Otro,8.0,tela,5700.0,5.0
HYUNDAI,ACCENT,4x2,USD,7500.0,https://cde.neoauto.pe/autos_usados/360x240/702046/702046_2287486.webp,2017.0,450000.0,dual,mecanica,Lima,plata,4.0,tela,1368.0,7.0
JEEP,GRAND CHEROKEE,4x2,USD,26500.0,https://cde.neoauto.pe/autos_usados/360x240/741026/741026_9670062.webp,2017.0,61000.0,gasolina,automatica,Lima,gris,6.0,cuero,3600.0,7.0
JAC,J6,4x2,USD,16200.0,https://cde.neoauto.pe/autos_usados/360x240/741022/741022_9488202.webp,2022.0,50500.0,gas_glp,mecanica,Lima,blanco,,tela,1996.0,2.0
VOLKSWAGEN,JETTA,otros,USD,11900.0,https://cde.neoauto.pe/autos_usados/360x240/741023/741023_4676854.webp,2018.0,62800.0,gasolina,mecanica,Lima,Otro,4.0,cuero,2000.0,6.0
MG,3,4x2,USD,6700.0,https://cde.neoauto.pe/autos_usados/360x240/685928/685928_6761120.webp,2015.0,104000.0,gas_glp,mecanica,Lima,rojo,4.0,tela,1500.0,9.0
SUZUKI,CIAZ,delantera,USD,10000.0,https://cde.neoauto.pe/autos_usados/360x240/736794/736794_7549088.webp,2018.0,50000.0,gasolina,automatica,Lima,blanco,4.0,tela,1400.0,6.0
MINI,COOPER S,4x2,USD,15000.0,https://cde.neoauto.pe/autos_usados/360x240/331814/331814_9625086.webp,2015.0,70000.0,gasolina,mecanica,Lima,gris,4.0,tela,2000.0,9.0
JEEP,CHEROKEE LIMITED,4x4,USD,10500.0,https://cde.neoauto.pe/autos_usados/360x240/316595/316595_8225538.webp,2009.0,147000.0,gasolina,automatica,Lima,negro,6.0,tela,3700.0,15.0
MAZDA,CX-30,otros,USD,21000.0,https://cde.neoauto.pe/autos_usados/360x240/740937/740937_9485761.webp,2022.0,13000.0,gasolina,mecanica,Lima,gris,,tela,2.0,2.0
BMW,X3 20i,4x4,USD,22000.0,https://cde.neoauto.pe/autos_usados/360x240/689411/689411_8150082.webp,2016.0,120000.0,gasolina,automatica_secuencial,Lima,gris,4.0,cuero,2000.0,8.0
FORD,F-150,4x4,USD,31900.0,https://cde.neoauto.pe/autos_usados/360x240/251978/251978_9295700.webp,2015.0,58300.0,gasolina,automatica_secuencial,Lima,negro,8.0,cuero,5400.0,9.0
JEEP,RENEGADE,4x2,USD,17500.0,https://cde.neoauto.pe/autos_usados/360x240/658309/658309_3587392.webp,2019.0,33000.0,gasolina,automatica,Lima,gris,4.0,tela,1800.0,5.0
SUBARU,IMPREZA SPORT,otros,USD,7200.0,https://cde.neoauto.pe/autos_usados/360x240/740944/740944_5590486.webp,2008.0,88300.0,gasolina,mecanica,Lima,plata,4.0,tela,1500.0,16.0
SUBARU,IMPREZA,otros,USD,13500.0,https://cde.neoauto.pe/autos_usados/360x240/304947/304947_6655009.webp,2018.0,72000.0,gasolina,automatica_secuencial,Lima,rojo,4.0,tela,2000.0,6.0
TOYOTA,RAV4,4x2,USD,26200.0,https://cde.neoauto.pe/autos_usados/360x240/362378/362378_8636118.webp,2019.0,33500.0,gasolina,automatica_secuencial,Lima,plata,4.0,tela,2000.0,5.0
NISSAN,KICKS,4x2,USD,19500.0,https://cde.neoauto.pe/autos_usados/360x240/710668/710668_6921749.webp,2023.0,28500.0,dual,automatica,Lima,plata,4.0,tela,1500.0,1.0
VOLVO,XC-40,4x2,USD,30000.0,https://cde.neoauto.pe/autos_usados/360x240/684397/684397_9075397.webp,2021.0,17500.0,gasolina,automatica,Lima,gris,4.0,cuero,2000.0,3.0
MITSUBISHI,XPANDER CROSS,4x2,USD,18000.0,https://cde.neoauto.pe/autos_usados/360x240/485409/485409_6491183.webp,2022.0,25000.0,gasolina,automatica,Lima,negro,4.0,cuero,1500.0,2.0
BMW,X-3,4x4,USD,15400.0,https://cde.neoauto.pe/autos_usados/360x240/518392/518392_8009449.webp,2014.0,89000.0,gasolina,automatica_secuencial,Lima,plata,4.0,cuero,1997.0,10.0
DODGE,NITRO,4x4,USD,10500.0,https://cde.neoauto.pe/autos_usados/360x240/733024/733024_7943428.webp,2008.0,113000.0,gasolina,automatica,Lima,marron,6.0,tela,3700.0,16.0
HYUNDAI,TUCSON,otros,USD,11000.0,https://cde.neoauto.pe/autos_usados/360x240/740912/740912_2434786.webp,2014.0,113700.0,gasolina,automatica,Lima,negro,,tela,2000.0,10.0
MAZDA,3 SPORT,delantera,USD,17900.0,https://cde.neoauto.pe/autos_usados/360x240/614921/614921_5630471.webp,2021.0,34250.0,gasolina,mecanica,Lima,gris,4.0,cuero,2000.0,3.0
SSANGYONG,KORANDO,4x2,USD,9800.0,https://cde.neoauto.pe/autos_usados/360x240/418929/418929_1238539.webp,2014.0,79000.0,gasolina,mecanica,Lima,azul,4.0,tela,2000.0,10.0
FORD,EDGE SEL,4x2,USD,21000.0,https://cde.neoauto.pe/autos_usados/360x240/539612/539612_3780150.webp,2018.0,80000.0,gasolina,automatica_secuencial,Lima,gris,4.0,cuero,2000.0,6.0
HONDA,CR-V,4x2,USD,10990.0,https://cde.neoauto.pe/autos_usados/360x240/409168/409168_4529150.webp,2010.0,147000.0,gasolina,automatica,Lima,Otro,,cuero,2400.0,14.0
HYUNDAI,I20,delantera,USD,16000.0,https://cde.neoauto.pe/autos_usados/360x240/54070/54070_9071749.webp,2023.0,16000.0,gasolina,automatica_secuencial,Lima,blanco,4.0,tela,1400.0,1.0
CHEVROLET,COLORADO,4x4,USD,23500.0,https://cde.neoauto.pe/autos_usados/360x240/217698/217698_2881007.webp,2021.0,80000.0,diesel,mecanica,Provincias,Otro,,tela,2000.0,3.0
NISSAN,X-TRAIL,otros,USD,38200.0,https://cde.neoauto.pe/autos_usados/360x240/227423/227423_8603202.webp,2023.0,8000.0,gasolina,automatica_secuencial,Lima,gris,,tela,2500.0,1.0
VOLKSWAGEN,CROSSFOX,4x2,USD,10500.0,https://cde.neoauto.pe/autos_usados/360x240/740842/740842_6924308.webp,2020.0,66150.0,dual,mecanica,Lima,gris,,tela,1600.0,4.0
TOYOTA,RAV4,4x2,USD,12500.0,https://cde.neoauto.pe/autos_usados/360x240/328621/328621_9699094.webp,2010.0,146000.0,gasolina,mecanica,Lima,rojo,4.0,cuero,2400.0,14.0
HYUNDAI,VENUE,otros,USD,17400.0,https://cde.neoauto.pe/autos_usados/360x240/723036/723036_3043850.webp,2023.0,12500.0,dual,automatica_secuencial,Lima,Otro,,tela,1600.0,1.0
HONDA,CR-V,4x2,USD,11900.0,https://cde.neoauto.pe/autos_usados/360x240/692616/692616_5648585.webp,2010.0,104900.0,gasolina,automatica,Lima,gris,,cuero,2400.0,14.0
CHEVROLET,TRACKER,otros,USD,12500.0,https://cde.neoauto.pe/autos_usados/360x240/686845/686845_5384075.webp,2014.0,91000.0,dual,automatica_secuencial,Lima,azul,4.0,tela,1800.0,10.0
